Dim,Key,TempoM,SD
2,1,-2.27706e-06
12,1,-1.13095e-06
22,1,-3.33333e-07
32,1,7.14285e-07
42,1,-2.33333e-06
52,1,-8.33334e-07
62,1,7.33331e-07
72,1,-1.2e-06
82,1,-1.15e-05
92,1,2.5e-06
102,1,5e-07
112,1,4.25e-06
122,1,1e-06
132,1,-1.66667e-06
142,1,1.66666e-06
152,1,2.33334e-06
162,1,2.33334e-06
172,1,0
182,1,-8.33334e-07
192,1,6e-06
202,1,7e-06
212,1,1e-05
222,1,3e-05
232,1,-1.75e-05
242,1,-1e-06
252,1,5.5e-06
262,1,1.5e-06
272,1,-2.95e-05
282,1,2e-06
292,1,-2.5e-06
302,1,8e-06
312,1,6e-06
322,1,1.5e-06
332,1,2.5e-06
342,1,-3e-05
352,1,2.5e-06
362,1,4e-06
372,1,7e-06
382,1,4e-06
392,1,1e-06
402,1,2e-06
412,1,1e-05
422,1,1e-06
432,1,5e-06
442,1,3.99999e-06
452,1,3.99999e-06
462,1,9e-06
472,1,1.3e-05
482,1,-2.99999e-06
492,1,-1.5e-05
502,1,1.3e-05
512,1,2e-06
522,1,1.7e-05
532,1,1.7e-05
542,1,-2.8e-05
552,1,1.6e-05
562,1,7e-06
572,1,2e-06
582,1,-4.2e-05
592,1,1.3e-05
602,1,-6e-06
612,1,-1.00001e-06
622,1,9e-06
632,1,2.3e-05
642,1,2.2e-05
652,1,4e-05
662,1,4.7e-05
672,1,2.7e-05
682,1,4e-06
692,1,6.9e-05
702,1,-4e-06
712,1,0.000102
722,1,5e-05
732,1,1.9e-05
742,1,3.3e-05
752,1,1.00001e-06
762,1,-8e-06
772,1,2e-05
782,1,1.4e-05
792,1,3.4e-05
802,1,3.9e-05
812,1,-3.2e-05
822,1,1.9e-05
832,1,4.2e-05
842,1,3.9e-05
852,1,1.8e-05
862,1,1.2e-05
872,1,5.1e-05
882,1,1.4e-05
892,1,6.9e-05
902,1,0
912,1,1.4e-05
922,1,1.7e-05
932,1,0.0001
942,1,3.9e-05
952,1,-3e-05
962,1,0
972,1,8.8e-05
982,1,8.2e-05
992,1,-4.2e-05
1002,1,-8e-06
1012,1,2.1e-05
1022,1,8e-06
1032,1,2.4e-05
1042,1,1.1e-05
1052,1,-2.99999e-06
1062,1,1.5e-05
1072,1,5.3e-05
1082,1,-9.00001e-06
1092,1,1.2e-05
1102,1,0.000113
1112,1,1.9e-05
1122,1,-2.99999e-06
1132,1,-2.3e-05
1142,1,2.7e-05
1152,1,4e-05
1162,1,3.3e-05
1172,1,7.2e-05
1182,1,3.9e-05
1192,1,1.9e-05
1202,1,2.00002e-06
1212,1,3.5e-05
1222,1,-6e-05
1232,1,5.99999e-06
1242,1,4.2e-05
1252,1,2.7e-05
1262,1,2.2e-05
1272,1,2.5e-05
1282,1,-2e-05
1292,1,0.000247
1302,1,-2.4e-05
1312,1,6.3e-05
1322,1,2.1e-05
1332,1,-1.1e-05
1342,1,1.00001e-06
1352,1,2.6e-05
1362,1,2.5e-05
1372,1,6.2e-05
1382,1,1.3e-05
1392,1,7e-06
1402,1,8.4e-05
1412,1,1.4e-05
1422,1,1.99999e-06
1432,1,3.9e-05
1442,1,7.7e-05
1452,1,4.5e-05
1462,1,4e-06
1472,1,5.00001e-06
1482,1,7.99997e-06
1492,1,3e-05
1502,1,5.2e-05
1512,1,-4.1e-05
1522,1,4.6e-05
1532,1,2.2e-05
1542,1,3.1e-05
1552,1,4.6e-05
1562,1,1.5e-05
1572,1,9.99999e-06
1582,1,6.6e-05
1592,1,-4.4e-05
1602,1,-8.6e-05
1612,1,-3.4e-05
1622,1,4.4e-05
1632,1,5.6e-05
1642,1,4.7e-05
1652,1,7.99997e-06
1662,1,2.3e-05
1672,1,3.6e-05
1682,1,1.9e-05
1692,1,-2e-05
1702,1,-8.6e-05
1712,1,3.8e-05
1722,1,5.9e-05
1732,1,0.000694
1742,1,2.7e-05
1752,1,4.6e-05
1762,1,5.4e-05
1772,1,2.7e-05
1782,1,5.7e-05
1792,1,-2.5e-05
1802,1,1.4e-05
1812,1,2.6e-05
1822,1,1.2e-05
1832,1,9.2e-05
1842,1,2.7e-05
1852,1,-0.000129
1862,1,2.3e-05
1872,1,4.6e-05
1882,1,0.000124
1892,1,-5.9e-05
1902,1,-7.6e-05
1912,1,6.6e-05
1922,1,8.2e-05
1932,1,2.9e-05
1942,1,2.1e-05
1952,1,2.2e-05
1962,1,6.1e-05
1972,1,0.000168
1982,1,6.5e-05
1992,1,-4.4e-05
2002,1,3.2e-05
2012,1,0.000116
2022,1,5.4e-05
2032,1,2e-05
2042,1,6.8e-05
2052,1,5.2e-05
2062,1,7.5e-05
2072,1,4.4e-05
2082,1,1.7e-05
2092,1,2.8e-05
2102,1,-3.1e-05
2112,1,-2.20001e-05
2122,1,-0.000146
2132,1,2.8e-05
2142,1,4.99998e-06
2152,1,3.3e-05
2162,1,7.3e-05
2172,1,7.4e-05
2182,1,2.3e-05
2192,1,8e-05
2202,1,2.9e-05
2212,1,1.5e-05
2222,1,6.7e-05
2232,1,9.6e-05
2242,1,0.000156
2252,1,2.7e-05
2262,1,5.3e-05
2272,1,4.1e-05
2282,1,9.6e-05
2292,1,4.5e-05
2302,1,0.000127
2312,1,3.00002e-06
2322,1,1.2e-05
2332,1,1.5e-05
2342,1,3.5e-05
2352,1,0.000142
2362,1,1.7e-05
2372,1,-0.000406
2382,1,9.00001e-06
2392,1,-0.000901
2402,1,4.8e-05
2412,1,4.6e-05
2422,1,8e-05
2432,1,0.000228
2442,1,-1.2e-05
2452,1,-4.5e-05
2462,1,6.1e-05
2472,1,4.6e-05
2482,1,4.7e-05
2492,1,5.5e-05
2502,1,5.6e-05
2512,1,-1.6e-05
2522,1,3.3e-05
2532,1,0.000127
2542,1,7.9e-05
2552,1,0.000112
2562,1,8.4e-05
2572,1,8e-05
2582,1,5.4e-05
