Dim,Key,TempoM,SD
9102,1,0.486064,1.97906
9112,1,0.49464,1.9843
9122,1,0.494128,1.98979
9132,1,0.501024,1.99525
9142,1,0.504608,2.0009
9152,1,0.512752,2.00665
9162,1,0.499824,2.01265
9172,1,0.489872,2.01818
9182,1,0.513056,2.02336
9192,1,0.490896,2.02927
9202,1,0.497472,2.03443
9212,1,0.49288,2.03978
9222,1,0.496944,2.04496
9232,1,0.504304,2.05024
9242,1,0.522192,2.05573
9252,1,0.516368,2.06179
9262,1,0.5128,2.06763
9272,1,0.506,2.07332
9282,1,0.535248,2.07875
9292,1,0.510752,2.08515
9302,1,0.510896,2.09069
9312,1,0.520912,2.0962
9322,1,0.522112,2.10202
9332,1,0.526736,2.10784
9342,1,0.527072,2.1138
9352,1,0.522912,2.11973
9362,1,0.52904,2.1255
9372,1,0.521856,2.13145
9382,1,0.520048,2.13712
9392,1,0.518976,2.14272
9402,1,0.5164,2.14825
9412,1,0.529936,2.15367
9422,1,0.519248,2.1595
9432,1,0.551696,2.16497
9442,1,0.526896,2.17148
9452,1,0.526464,2.17713
9462,1,0.526192,2.18274
9472,1,0.533312,2.18831
9482,1,0.533488,2.19409
9492,1,0.538672,2.19985
9502,1,0.545056,2.20575
9512,1,0.5388,2.21183
9522,1,0.55888,2.21767
9532,1,0.5288,2.22416
9542,1,0.537264,2.22963
9552,1,0.535728,2.23534
9562,1,0.536528,2.24098
9572,1,0.545744,2.24662
9582,1,0.54712,2.25252
9592,1,0.542736,2.25845
9602,1,0.554528,2.2642
9612,1,0.567632,2.27031
9622,1,0.556416,2.27682
9632,1,0.540448,2.28293
9642,1,0.560144,2.28851
9652,1,0.549088,2.29468
9662,1,0.556576,2.30047
9672,1,0.56528,2.30648
9682,1,0.565472,2.31273
9692,1,0.566368,2.31897
9702,1,0.559136,2.3252
9712,1,0.558992,2.33117
9722,1,0.55024,2.33711
9732,1,0.548816,2.34275
9742,1,0.55368,2.34832
9752,1,0.553072,2.35402
9762,1,0.554176,2.35967
9772,1,0.554224,2.36533
9782,1,0.588848,2.37096
9792,1,0.568432,2.37769
9802,1,0.556832,2.38371
9812,1,0.585792,2.38935
9822,1,0.560976,2.39588
9832,1,0.56968,2.40159
9842,1,0.566416,2.40755
9852,1,0.580368,2.41338
9862,1,0.577888,2.41962
9872,1,0.58032,2.42575
9882,1,0.568656,2.43193
9892,1,0.574944,2.43773
9902,1,0.572288,2.44369
9912,1,0.572,2.44954
9922,1,0.573024,2.45535
9932,1,0.574912,2.46118
9942,1,0.573552,2.46703
9952,1,0.602464,2.47282
9962,1,0.580432,2.4795
9972,1,0.57952,2.48544
9982,1,0.580256,2.49133
9992,1,0.58216,2.49722
