Dim,Key,TempoM
2672,2671,5.7e-05
2682,2681,4.3e-05
2692,2691,-7.3e-05
2702,2701,0.000392
2712,2711,0.000261
2722,2721,-0.000174
2732,2731,0.000101
2742,2741,2.8e-05
2752,2751,-0.000126
2762,2761,8.6e-05
2772,2771,4.2e-05
2782,2781,1.3e-05
2792,2791,4.9e-05
2802,2801,-2.5e-05
2812,2811,0.000124
2822,2821,6.4e-05
2832,2831,2.7e-05
2842,2841,-0.000115
2852,2851,0.000157
2862,2861,-0.000111
2872,2871,-2.8e-05
2882,2881,9.00001e-06
2892,2891,-0.000286
2902,2901,3.7e-05
2912,2911,0.000193
2922,2921,-0.000114
2932,2931,-0.000322
2942,2941,6.7e-05
2952,2951,0.00021
2962,2961,9.9e-05
2972,2971,-2.09999e-05
2982,2981,8.9e-05
2992,2991,0.000109
3002,3001,8e-05
3012,3011,-1.4e-05
3022,3021,3.2e-05
3032,3031,7.3e-05
3042,3041,4.4e-05
3052,3051,0.000449
3062,3061,-0.0001
3072,3071,8.9e-05
3082,3081,0.000282
3092,3091,8e-05
3102,3101,-0.000297
3112,3111,-0.000393
3122,3121,0.000386
3132,3131,0.000426
3142,3141,7.4e-05
3152,3151,-0.00025
3162,3161,0.000556
3172,3171,-2.50001e-05
3182,3181,7.8e-05
3192,3191,-0.0001
3202,3201,0.0001
3212,3211,6.9e-05
3222,3221,6.5e-05
3232,3231,0.000352
3242,3241,4.5e-05
3252,3251,7.3e-05
3262,3261,0.000146
3272,3271,8.8e-05
3282,3281,0.000147
3292,3291,0.000283
3302,3301,0.000208
3312,3311,4.5e-05
3322,3321,5.9e-05
3332,3331,3.5e-05
3342,3341,4.5e-05
3352,3351,-9.4e-05
3362,3361,4.5e-05
3372,3371,5.7e-05
3382,3381,2.9e-05
3392,3391,4.3e-05
3402,3401,3.5e-05
3412,3411,0.00011
3422,3421,7.2e-05
3432,3431,5.4e-05
3442,3441,5.1e-05
3452,3451,7.2e-05
3462,3461,7.9e-05
3472,3471,5.3e-05
3482,3481,-3.1e-05
3492,3491,0.000341
3502,3501,0.000121
3512,3511,3.89999e-05
3522,3521,5.9e-05
3532,3531,5.6e-05
3542,3541,7.4e-05
3552,3551,7e-06
3562,3561,0.000141
3572,3571,7.2e-05
3582,3581,3.7e-05
3592,3591,0.000112
3602,3601,0.000146
3612,3611,0.000288
3622,3621,1.2e-05
3632,3631,9.89999e-05
3642,3641,0.000333
3652,3651,9.6e-05
3662,3661,-3.90001e-05
3672,3671,-0.000106
3682,3681,6.2e-05
3692,3691,0.000152
3702,3701,4.2e-05
3712,3711,0.00011
3722,3721,4.4e-05
3732,3731,7.3e-05
3742,3741,4.2e-05
3752,3751,8.49999e-05
3762,3761,0.000133
3772,3771,8.7e-05
3782,3781,0.000124
3792,3791,0.000106
3802,3801,6.5e-05
3812,3811,4.6e-05
3822,3821,0.000119
3832,3831,0.000197
3842,3841,8.1e-05
3852,3851,0.000181
3862,3861,3.6e-05
3872,3871,4.4e-05
3882,3881,2.20001e-05
3892,3891,0.000184
